sample_id,hour,timestamp_iso,led_source,temp_c,hum_pct,MQ-137 (Ammonia),MQ-135 (Air Quality),MQ-4 (Methane),MQ-3 (Alcohol),AS7265X_ch1,AS7265X_ch2,AS7265X_ch3,AS7265X_ch4,AS7265X_ch5,AS7265X_ch6,AS7265X_ch7,AS7265X_ch8,AS7265X_ch9,AS7265X_ch10,AS7265X_ch11,AS7265X_ch12,AS7265X_ch13,AS7265X_ch14,AS7265X_ch15,AS7265X_ch16,AS7265X_ch17,AS7265X_ch18,final_label
WNG_CH_01,0,2025-11-12T03:32:34.417869,WHITE,31.3,64.8,1.069,0.151,0.375,0.414,3.385845422744751,53.036529541015625,85.55070495605469,24.720359802246094,36.4726676940918,53.9814453125,56.73967742919922,67.67784881591797,193.3894500732422,52.031097412109375,67.10709381103516,15.491928100585938,11.26272201538086,6.647078037261963,7.085079669952393,4.501455783843994,1.2172613143920898,1.8044984340667725,N/A
WNG_CH_01,0,2025-11-12T03:32:47.721352,WHITE,31.3,64.8,1.076,0.153,0.381,0.418,3.385845422744751,53.036529541015625,85.55070495605469,24.720359802246094,36.4726676940918,53.9814453125,56.73967742919922,67.67784881591797,193.3894500732422,52.031097412109375,69.17192840576172,15.491928100585938,11.26272201538086,6.647078037261963,7.085079669952393,4.501455783843994,1.2172613143920898,1.8044984340667725,N/A
WNG_CH_01,0,2025-11-12T03:33:00.992665,WHITE,31.2,65.0,1.081,0.152,0.395,0.422,3.385845422744751,53.036529541015625,86.48060607910156,24.720359802246094,36.4726676940918,54.664756774902344,56.73967742919922,67.67784881591797,193.3894500732422,52.031097412109375,69.17192840576172,15.491928100585938,11.26272201538086,6.647078037261963,7.085079669952393,4.501455783843994,1.2172613143920898,1.8044984340667725,N/A
WNG_CH_01,0,2025-11-12T03:33:14.290307,WHITE,31.2,65.3,1.066,0.151,0.586,0.424,3.385845422744751,53.036529541015625,86.48060607910156,25.603229522705078,36.4726676940918,54.664756774902344,56.73967742919922,67.67784881591797,193.3894500732422,52.031097412109375,69.17192840576172,15.491928100585938,11.26272201538086,6.647078037261963,7.085079669952393,4.501455783843994,1.2172613143920898,1.8044984340667725,N/A
WNG_CH_01,0,2025-11-12T03:33:27.587078,WHITE,31.2,65.7,1.064,0.152,0.407,0.425,3.385845422744751,53.036529541015625,86.48060607910156,25.603229522705078,36.4726676940918,54.664756774902344,56.73967742919922,67.67784881591797,193.3894500732422,52.031097412109375,69.17192840576172,15.491928100585938,11.26272201538086,6.647078037261963,7.085079669952393,4.501455783843994,1.2172613143920898,1.8044984340667725,N/A
THI_CH_01,0,2025-11-12T03:34:42.391781,WHITE,31.1,76.6,1.065,0.148,0.406,0.431,5.078768253326416,48.301124572753906,65.09292602539062,29.134708404541016,40.119937896728516,43.04849624633789,51.216346740722656,74.72762298583984,195.7335662841797,65.99066162109375,62.97742462158203,17.478073120117188,13.676162719726562,8.308847427368164,7.970714569091797,5.626819610595703,1.2172613143920898,1.8044984340667725,N/A
THI_CH_01,0,2025-11-12T03:34:55.696087,WHITE,31.0,71.0,1.038,0.148,0.405,0.42,5.078768253326416,48.301124572753906,65.09292602539062,29.134708404541016,40.119937896728516,43.04849624633789,51.216346740722656,74.72762298583984,195.7335662841797,65.99066162109375,60.912593841552734,17.478073120117188,13.676162719726562,8.308847427368164,7.970714569091797,5.626819610595703,1.2172613143920898,1.8044984340667725,N/A
THI_CH_01,0,2025-11-12T03:35:08.999275,WHITE,30.9,66.3,1.033,0.146,0.394,0.418,5.078768253326416,48.301124572753906,65.09292602539062,29.134708404541016,40.119937896728516,43.04849624633789,51.216346740722656,74.72762298583984,195.7335662841797,65.99066162109375,60.912593841552734,17.478073120117188,13.676162719726562,8.308847427368164,7.970714569091797,5.626819610595703,1.2172613143920898,1.8044984340667725,N/A
THI_CH_01,0,2025-11-12T03:35:22.278683,WHITE,30.8,63.0,1.061,0.147,0.371,0.421,5.078768253326416,48.301124572753906,65.09292602539062,29.134708404541016,40.119937896728516,43.04849624633789,51.216346740722656,74.72762298583984,195.7335662841797,65.99066162109375,60.912593841552734,17.478073120117188,13.676162719726562,8.308847427368164,7.970714569091797,5.626819610595703,1.2172613143920898,1.8044984340667725,N/A
THI_CH_01,0,2025-11-12T03:35:35.586248,WHITE,30.7,61.7,1.026,0.148,0.371,0.418,5.078768253326416,48.301124572753906,65.09292602539062,29.134708404541016,40.119937896728516,43.04849624633789,51.216346740722656,74.72762298583984,195.7335662841797,65.56764221191406,60.912593841552734,17.478073120117188,13.676162719726562,8.308847427368164,7.970714569091797,5.626819610595703,1.2172613143920898,1.8044984340667725,N/A
